crime_id,crime_type,crime_subtype,crime_date,crime_time,crime_day,crime_month,crime_year,crime_location,area_name,city,state,pincode,latitude,longitude,crime_description,weapon_used,entry_method,crime_method,target_type,victim_count,victim_gender,victim_age,injury_level,property_loss_amount,suspect_count,cctv_available,evidence_found,police_station,officer_assigned,case_status,fir_number,arrest_made,criminal_id,investigation_notes,created_at
CR-2022-06716,Fraud,Insurance Fraud,2022-01-29,18:08:50,Saturday,January,2022,"464, Laxmi Residency, Magarpatta, Pune - 411028",Magarpatta,Pune,Maharashtra,411028,18.511846,73.925647,Suspect(s) committed Insurance Fraud at a Warehouse in Magarpatta during 18:08:50. Officers responded within minutes of the alert.,None,Back door,Fraudulent documents used. Financial transactions routed through multiple accounts.,Warehouse,1,Male,65,Moderate,1846167.33,2,0,Digital evidence,Hadapsar PS,Rakesh Bose,Under Investigation,FIR/2022/HAD/06716,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-06717,Murder,Gang Violence,2023-11-06,02:08:25,Monday,November,2023,"140, Shivaji Colony, Swargate, Pune - 411042",Swargate,Pune,Maharashtra,411042,18.501427,73.859427,Suspect(s) committed Gang Violence at a Street in Swargate during 02:08:25. Officers responded within minutes of the alert.,Sword,Window break,Victim attacked with Sword. Fatal injuries sustained. Scene secured for forensics.,Street,1,Male,73,Moderate,0.0,4,1,None,Swargate PS,Girish Iyer,Unsolved,FIR/2023/SWA/06717,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2024-06718,Theft,Chain Snatching,2024-10-26,18:25:03,Saturday,October,2024,"354, Gandhi Complex, NIBM, Pune - 411048",NIBM,Pune,Maharashtra,411048,18.46697,73.88654,A case of Chain Snatching was reported at NIBM at approximately 18:25:03. The suspect targeted a Park. Local residents alerted police after noticing suspicious activity.,Machete,Window break,Suspect gained entry via Window break and stole valuables. Operated swiftly.,Park,3,Female,33,None,3961067.49,4,1,Fingerprint found,Kondhwa PS,Varun Khan,Solved,FIR/2024/KON/06718,1,CRM-IND-00156,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-06719,Extortion,Protection Racket,2022-03-29,12:40:04,Tuesday,March,2022,"424, Phule Nagar, Mohammadwadi, Pune - 411060",Mohammadwadi,Pune,Maharashtra,411060,18.468519,73.903691,An incident of Extortion (Protection Racket) occurred near Mohammadwadi. The accused entered the Hotel and committed the offense before fleeing the scene.,Knife,Roof entry,Offense committed using Knife. Entry via Roof entry. Under investigation.,Hotel,5,Male,71,Severe,0.0,2,1,None,Kondhwa PS,Advait Shaikh,Unsolved,FIR/2022/KON/06719,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2025-06720,Drug Offense,Drug Possession,2025-11-21,22:40:58,Friday,November,2025,"485, Sai Lane, Dattawadi, Pune - 411030",Dattawadi,Pune,Maharashtra,411030,18.501913,73.84372,Police received a complaint regarding Drug Possession at Office in Dattawadi at 22:40:58. Investigation initiated and local CCTV footage is being examined.,Chain,Lock picking,Offense committed using Chain. Entry via Lock picking. Under investigation.,Office,5,Female,22,Fatal,0.0,4,1,Eyewitness statement,Dattawadi PS,Abhishek Patel,Solved,FIR/2025/DAT/06720,1,CRM-IND-00011,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-06721,Theft,Home Burglary,2024-04-27,14:11:59,Saturday,April,2024,"492, Ganesh Colony, Chinchwad, Pune - 411019",Chinchwad,Pune,Maharashtra,411019,18.626455,73.795394,A case of Home Burglary was reported at Chinchwad at approximately 14:11:59. The suspect targeted a Park. Local residents alerted police after noticing suspicious activity.,Hammer,Front door,Suspect gained entry via Front door and stole valuables. Operated swiftly.,Park,4,Female,28,Fatal,435876.69,4,0,Eyewitness statement,Chinchwad PS,Pranav Jadhav,Closed,FIR/2024/CHI/06721,0,CRM-IND-00103,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2025-06722,Theft,Vehicle Theft,2025-11-02,09:22:02,Sunday,November,2025,"355, Sai Colony, Dehu Road, Pune - 412101",Dehu Road,Pune,Maharashtra,412101,18.671967,73.754266,Police received a complaint regarding Vehicle Theft at Jewelry Store in Dehu Road at 09:22:02. Investigation initiated and local CCTV footage is being examined.,Knife,Back door,Suspect gained entry via Back door and stole valuables. Operated swiftly.,Jewelry Store,2,Female,56,None,524757.95,4,0,DNA evidence,Dehu Road PS,Sneha Patil,Closed,FIR/2025/DEH/06722,0,,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2024-06723,Extortion,Blackmail,2024-03-22,05:59:41,Friday,March,2024,"236, Chhatrapati Residency, Katraj, Pune - 411046",Katraj,Pune,Maharashtra,411046,18.45816,73.856892,A Extortion case involving Blackmail was registered at Katraj. The victim reported the incident. Forensic team dispatched to the site.,Cricket Bat,Not applicable,Offense committed using Cricket Bat. Entry via Not applicable. Under investigation.,Mall,1,Male,66,Moderate,0.0,5,0,Digital evidence,Bharati Vidyapeeth PS,Rohan Shelke,Closed,FIR/2024/BHA/06723,0,CRM-IND-04536,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2022-06724,Assault,Physical Assault,2022-04-08,12:10:16,Friday,April,2022,"116, Nehru Lane, East Street, Pune - 411001",East Street,Pune,Maharashtra,411001,18.512902,73.879758,An incident of Assault (Physical Assault) occurred near East Street. The accused entered the Street and committed the offense before fleeing the scene.,Sword,Lock picking,Offense committed using Sword. Entry via Lock picking. Under investigation.,Street,5,Male,71,Moderate,0.0,1,1,Tool marks found,Lashkar PS,Gaurav Shaikh,Under Investigation,FIR/2022/LAS/06724,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-06725,Sexual Offense,Harassment,2025-08-09,12:11:47,Saturday,August,2025,"414, Gandhi Residency, Narayan Peth, Pune - 411030",Narayan Peth,Pune,Maharashtra,411030,18.509704,73.855183,An incident of Sexual Offense (Harassment) occurred near Narayan Peth. The accused entered the Vehicle and committed the offense before fleeing the scene.,None,Not applicable,Offense committed using None. Entry via Not applicable. Under investigation.,Vehicle,4,Male,79,Moderate,0.0,5,0,Tool marks found,Vishrambaug PS,Vishal Bhosale,Unsolved,FIR/2025/VIS/06725,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2025-06726,Murder,Domestic Dispute,2025-07-23,17:38:32,Wednesday,July,2025,"192, Shivaji Colony, Sadashiv Peth, Pune - 411030",Sadashiv Peth,Pune,Maharashtra,411030,18.513738,73.853643,Police received a complaint regarding Domestic Dispute at Street in Sadashiv Peth at 17:38:32. Investigation initiated and local CCTV footage is being examined.,Iron Rod,Lock picking,Victim attacked with Iron Rod. Fatal injuries sustained. Scene secured for forensics.,Street,4,Male,16,Moderate,0.0,1,0,CCTV footage available,Vishrambaug PS,Sachin Deshmukh,Solved,FIR/2025/VIS/06726,1,CRM-IND-02425,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2025-06727,Drug Offense,Drug Possession,2025-11-08,16:26:05,Saturday,November,2025,"120, Patel Nagar, Hadapsar, Pune - 411028",Hadapsar,Pune,Maharashtra,411028,18.509543,73.922769,Police received a complaint regarding Drug Possession at Jewelry Store in Hadapsar at 16:26:05. Investigation initiated and local CCTV footage is being examined.,Cricket Bat,Roof entry,Offense committed using Cricket Bat. Entry via Roof entry. Under investigation.,Jewelry Store,1,Male,58,Minor,0.0,4,0,Weapon recovered,Hadapsar PS,Mohan Khaire,Solved,FIR/2025/HAD/06727,0,,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-06728,Robbery,Home Invasion,2023-03-26,12:33:08,Sunday,March,2023,"426, Nehru Residency, Manjri, Pune - 412307",Manjri,Pune,Maharashtra,412307,18.504939,73.946232,Police received a complaint regarding Home Invasion at Bank in Manjri at 12:33:08. Investigation initiated and local CCTV footage is being examined.,Knife,Fire escape,"Armed with Knife, suspect threatened victims and demanded valuables via Fire escape.",Bank,3,Male,72,None,4105135.11,2,0,Blood sample collected,Hadapsar PS,Paresh Shelke,Solved,FIR/2023/HAD/06728,0,,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-06729,Assault,Aggravated Assault,2022-07-16,21:36:32,Saturday,July,2022,"158, Nehru Colony, Aundh, Pune - 411007",Aundh,Pune,Maharashtra,411007,18.560645,73.807933,A Assault case involving Aggravated Assault was registered at Aundh. The victim reported the incident. Forensic team dispatched to the site.,Axe,Wall breach,Offense committed using Axe. Entry via Wall breach. Under investigation.,Warehouse,5,Male,48,None,0.0,4,1,Weapon recovered,Chaturshrungi PS,Amit Patil,Solved,FIR/2022/CHA/06729,0,,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-06730,Murder,Crime of Passion,2022-07-17,05:23:56,Sunday,July,2022,"115, Krishna Main Road, NIBM, Pune - 411048",NIBM,Pune,Maharashtra,411048,18.463852,73.889727,Police received a complaint regarding Crime of Passion at Street in NIBM at 05:23:56. Investigation initiated and local CCTV footage is being examined.,Pistol,Not applicable,Victim attacked with Pistol. Fatal injuries sustained. Scene secured for forensics.,Street,5,Male,69,Minor,0.0,3,0,Eyewitness statement,Kondhwa PS,Varun Khan,Under Investigation,FIR/2022/KON/06730,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-06731,Sexual Offense,Molestation,2023-12-04,03:32:57,Monday,December,2023,"357, Phule Residency, Sahakarnagar, Pune - 411009",Sahakarnagar,Pune,Maharashtra,411009,18.470119,73.851192,Suspect(s) committed Molestation at a House in Sahakarnagar during 03:32:57. Officers responded within minutes of the alert.,None,Back door,Offense committed using None. Entry via Back door. Under investigation.,House,3,Female,55,Minor,0.0,3,1,CCTV footage available,Sahakarnagar PS,Kiran Bhandari,Solved,FIR/2023/SAH/06731,1,CRM-IND-04002,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-06732,Theft,Pickpocketing,2024-01-08,22:06:03,Monday,January,2024,"406, Tilak Complex, Pimpri, Pune - 411018",Pimpri,Pune,Maharashtra,411018,18.624449,73.793035,Suspect(s) committed Pickpocketing at a Street in Pimpri during 22:06:03. Officers responded within minutes of the alert.,None,Roof entry,Suspect gained entry via Roof entry and stole valuables. Operated swiftly.,Street,1,Female,33,None,2772042.97,5,1,Eyewitness statement,Pimpri PS,Reyansh Thorat,Closed,FIR/2024/PIM/06732,0,CRM-IND-03037,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2022-06733,Fraud,Investment Scam,2022-03-25,06:48:50,Friday,March,2022,"214, Ganesh Apartments, Manjri, Pune - 412307",Manjri,Pune,Maharashtra,412307,18.503774,73.954576,A Fraud case involving Investment Scam was registered at Manjri. The victim reported the incident. Forensic team dispatched to the site.,Chain,Wall breach,Fraudulent documents used. Financial transactions routed through multiple accounts.,Shop,3,Male,31,Minor,260000.13,3,1,Digital evidence,Hadapsar PS,Aparna Pathan,Solved,FIR/2022/HAD/06733,1,CRM-IND-04716,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-06734,Drug Offense,Drug Manufacturing,2024-07-09,03:54:24,Tuesday,July,2024,"298, Tilak Nagar, Kharadi, Pune - 411014",Kharadi,Pune,Maharashtra,411014,18.55058,73.934539,A Drug Offense case involving Drug Manufacturing was registered at Kharadi. The victim reported the incident. Forensic team dispatched to the site.,Iron Rod,Door break,Offense committed using Iron Rod. Entry via Door break. Under investigation.,Highway,5,Male,17,Fatal,0.0,5,0,Eyewitness statement,Chandannagar PS,Wasim Bhosale,Solved,FIR/2024/CHA/06734,1,CRM-IND-01487,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-06735,Extortion,Protection Racket,2022-08-21,12:40:59,Sunday,August,2022,"402, Phule Residency, FC Road, Pune - 411004",FC Road,Pune,Maharashtra,411004,18.527898,73.844805,Police received a complaint regarding Protection Racket at House in FC Road at 12:40:59. Investigation initiated and local CCTV footage is being examined.,Cricket Bat,Key duplication,Offense committed using Cricket Bat. Entry via Key duplication. Under investigation.,House,5,Male,36,Fatal,0.0,2,1,Digital evidence,Deccan PS,Pankaj Singh,Closed,FIR/2022/DEC/06735,0,CRM-IND-05202,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2022-06736,Assault,Bar Fight,2022-10-16,13:31:34,Sunday,October,2022,"237, Chhatrapati Society, Senapati Bapat Road, Pune - 411016",Senapati Bapat Road,Pune,Maharashtra,411016,18.52335,73.833011,A Assault case involving Bar Fight was registered at Senapati Bapat Road. The victim reported the incident. Forensic team dispatched to the site.,Iron Rod,Front door,Offense committed using Iron Rod. Entry via Front door. Under investigation.,Person,2,Male,76,Fatal,0.0,2,0,DNA evidence,Deccan PS,Renu Khaire,Solved,FIR/2022/DEC/06736,1,CRM-IND-05192,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-06737,Robbery,Store Robbery,2023-02-06,15:27:25,Monday,February,2023,"86, Gandhi Lane, Bopodi, Pune - 411020",Bopodi,Pune,Maharashtra,411020,18.562571,73.82818,Suspect(s) committed Store Robbery at a Bank in Bopodi during 15:27:25. Officers responded within minutes of the alert.,Pistol,Back door,"Armed with Pistol, suspect threatened victims and demanded valuables via Back door.",Bank,5,Male,76,Minor,3648324.69,1,1,Vehicle registration traced,Vishrantwadi PS,Mukesh Kulkarni,Solved,FIR/2023/VIS/06737,1,CRM-IND-04397,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2025-06738,Robbery,ATM Robbery,2025-06-13,07:33:27,Friday,June,2025,"438, Laxmi Complex, Dhankawadi, Pune - 411043",Dhankawadi,Pune,Maharashtra,411043,18.46384,73.850548,A case of ATM Robbery was reported at Dhankawadi at approximately 07:33:27. The suspect targeted a Street. Local residents alerted police after noticing suspicious activity.,None,Door break,"Armed with None, suspect threatened victims and demanded valuables via Door break.",Street,3,Male,66,None,3692803.8,3,1,Mobile phone records,Bharati Vidyapeeth PS,Om Gupta,Solved,FIR/2025/BHA/06738,1,CRM-IND-04964,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-06739,Robbery,Store Robbery,2023-11-17,23:35:44,Friday,November,2023,"246, Chhatrapati Apartments, Handewadi, Pune - 411028",Handewadi,Pune,Maharashtra,411028,18.458517,73.932046,A case of Store Robbery was reported at Handewadi at approximately 23:35:44. The suspect targeted a Hotel. Local residents alerted police after noticing suspicious activity.,None,Not applicable,"Armed with None, suspect threatened victims and demanded valuables via Not applicable.",Hotel,1,Male,41,Severe,3831058.2,3,1,Eyewitness statement,Hadapsar PS,Mohan Khaire,Under Investigation,FIR/2023/HAD/06739,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-06740,Extortion,Land Grabbing,2024-11-21,08:07:14,Thursday,November,2024,"163, Tilak Chowk, Nanded, Pune - 411041",Nanded,Pune,Maharashtra,411041,18.450328,73.835146,An incident of Extortion (Land Grabbing) occurred near Nanded. The accused entered the Mall and committed the offense before fleeing the scene.,Sword,Not applicable,Offense committed using Sword. Entry via Not applicable. Under investigation.,Mall,1,Male,74,Fatal,0.0,4,1,Fingerprint found,Sinhagad Road PS,Jayshree Ghosh,Closed,FIR/2024/SIN/06740,0,CRM-IND-00901,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2025-06741,Sexual Offense,Harassment,2025-11-01,07:07:03,Saturday,November,2025,"472, Sai Apartments, Koregaon Park, Pune - 411001",Koregaon Park,Pune,Maharashtra,411001,18.538774,73.889314,A case of Harassment was reported at Koregaon Park at approximately 07:07:03. The suspect targeted a Person. Local residents alerted police after noticing suspicious activity.,Chain,Fire escape,Offense committed using Chain. Entry via Fire escape. Under investigation.,Person,4,Female,38,Severe,0.0,5,1,DNA evidence,Koregaon Park PS,Durga Sawant,Solved,FIR/2025/KOR/06741,1,CRM-IND-05020,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2025-06742,Extortion,Threatening,2025-12-16,14:05:18,Tuesday,December,2025,"399, Nehru Lane, Hadapsar, Pune - 411028",Hadapsar,Pune,Maharashtra,411028,18.509301,73.926006,Police received a complaint regarding Threatening at Shop in Hadapsar at 14:05:18. Investigation initiated and local CCTV footage is being examined.,Axe,Window break,Offense committed using Axe. Entry via Window break. Under investigation.,Shop,5,Female,69,None,0.0,5,1,Mobile phone records,Hadapsar PS,Ramesh Tiwari,Unsolved,FIR/2025/HAD/06742,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2025-06743,Cybercrime,Phishing,2025-05-29,03:46:01,Thursday,May,2025,"472, Nehru Residency, Kalyani Nagar, Pune - 411006",Kalyani Nagar,Pune,Maharashtra,411006,18.547725,73.901792,Suspect(s) committed Phishing at a Park in Kalyani Nagar during 03:46:01. Officers responded within minutes of the alert.,Iron Rod,Fire escape,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Park,2,Male,79,Fatal,2994413.54,2,1,Weapon recovered,Yerawada PS,Prashant Sheikh,Unsolved,FIR/2025/YER/06743,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2024-06744,Kidnapping,Ransom Kidnapping,2024-10-27,07:17:00,Sunday,October,2024,"471, Phule Main Road, Kasba Peth, Pune - 411011",Kasba Peth,Pune,Maharashtra,411011,18.517858,73.862291,Suspect(s) committed Ransom Kidnapping at a Restaurant in Kasba Peth during 07:17:00. Officers responded within minutes of the alert.,Cricket Bat,Front door,Offense committed using Cricket Bat. Entry via Front door. Under investigation.,Restaurant,4,Male,20,Minor,0.0,2,1,Eyewitness statement,Faraskhana PS,Shruti Sawant,Unsolved,FIR/2024/FAR/06744,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2022-06745,Murder,Contract Killing,2022-09-01,11:04:25,Thursday,September,2022,"363, Gandhi Apartments, Somwar Peth, Pune - 411011",Somwar Peth,Pune,Maharashtra,411011,18.513298,73.860353,Police received a complaint regarding Contract Killing at Hotel in Somwar Peth at 11:04:25. Investigation initiated and local CCTV footage is being examined.,None,Door break,Victim attacked with None. Fatal injuries sustained. Scene secured for forensics.,Hotel,5,Male,15,None,0.0,4,0,Digital evidence,Faraskhana PS,Advait Salve,Closed,FIR/2022/FAR/06745,0,CRM-IND-00866,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2024-06746,Cybercrime,Hacking,2024-03-21,22:58:29,Thursday,March,2024,"300, Gandhi Society, Sadashiv Peth, Pune - 411030",Sadashiv Peth,Pune,Maharashtra,411030,18.513864,73.854335,An incident of Cybercrime (Hacking) occurred near Sadashiv Peth. The accused entered the Bank and committed the offense before fleeing the scene.,Machete,Front door,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Bank,3,Male,62,None,3115336.49,2,1,Blood sample collected,Vishrambaug PS,Vishal Bhosale,Under Investigation,FIR/2024/VIS/06746,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-06747,Fraud,Investment Scam,2024-10-10,23:10:41,Thursday,October,2024,"329, Phule Galli, Loni Kalbhor, Pune - 412201",Loni Kalbhor,Pune,Maharashtra,412201,18.459228,73.956421,A Fraud case involving Investment Scam was registered at Loni Kalbhor. The victim reported the incident. Forensic team dispatched to the site.,Axe,Key duplication,Fraudulent documents used. Financial transactions routed through multiple accounts.,House,1,Male,41,Moderate,279385.69,5,0,Blood sample collected,Hadapsar PS,Advait Khan,Solved,FIR/2024/HAD/06747,1,CRM-IND-04962,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-06748,Drug Offense,Drug Manufacturing,2022-10-17,23:35:23,Monday,October,2022,"239, Patel Main Road, Range Hills, Pune - 411007",Range Hills,Pune,Maharashtra,411007,18.564944,73.83128,An incident of Drug Offense (Drug Manufacturing) occurred near Range Hills. The accused entered the Warehouse and committed the offense before fleeing the scene.,None,Not applicable,Offense committed using None. Entry via Not applicable. Under investigation.,Warehouse,1,Male,25,Minor,0.0,2,1,Eyewitness statement,Vishrantwadi PS,Umesh Nikam,Under Investigation,FIR/2022/VIS/06748,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-06749,Drug Offense,Drug Manufacturing,2023-02-02,19:35:29,Thursday,February,2023,"430, Patel Nagar, Mundhwa, Pune - 411036",Mundhwa,Pune,Maharashtra,411036,18.529681,73.926914,An incident of Drug Offense (Drug Manufacturing) occurred near Mundhwa. The accused entered the Restaurant and committed the offense before fleeing the scene.,None,Not applicable,Offense committed using None. Entry via Not applicable. Under investigation.,Restaurant,5,Male,30,Moderate,0.0,5,0,DNA evidence,Mundhwa PS,Sita Thorat,Under Investigation,FIR/2023/MUN/06749,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-06750,Cybercrime,UPI Fraud,2024-05-06,07:38:31,Monday,May,2024,"224, Gandhi Lane, Range Hills, Pune - 411007",Range Hills,Pune,Maharashtra,411007,18.563009,73.830183,Suspect(s) committed UPI Fraud at a Vehicle in Range Hills during 07:38:31. Officers responded within minutes of the alert.,Knife,Not applicable,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Vehicle,1,Female,17,None,4352382.08,1,1,Fingerprint found,Vishrantwadi PS,Arnav Qureshi,Closed,FIR/2024/VIS/06750,0,CRM-IND-01539,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2024-06751,Sexual Offense,Eve Teasing,2024-05-21,12:45:43,Tuesday,May,2024,"322, Sai Main Road, Wadgaon Sheri, Pune - 411014",Wadgaon Sheri,Pune,Maharashtra,411014,18.543845,73.917909,A Sexual Offense case involving Eve Teasing was registered at Wadgaon Sheri. The victim reported the incident. Forensic team dispatched to the site.,Cricket Bat,Fire escape,Offense committed using Cricket Bat. Entry via Fire escape. Under investigation.,Person,4,Female,76,Minor,0.0,2,1,Tool marks found,Chandannagar PS,Rita Shelke,Closed,FIR/2024/CHA/06751,0,CRM-IND-00379,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2025-06752,Robbery,Bank Robbery,2025-12-01,19:24:02,Monday,December,2025,"231, Laxmi Colony, Tilak Road, Pune - 411030",Tilak Road,Pune,Maharashtra,411030,18.504274,73.847199,A Robbery case involving Bank Robbery was registered at Tilak Road. The victim reported the incident. Forensic team dispatched to the site.,None,Door break,"Armed with None, suspect threatened victims and demanded valuables via Door break.",Hotel,2,Male,56,Minor,694711.29,2,0,Vehicle registration traced,Vishrambaug PS,Harsh Das,Under Investigation,FIR/2025/VIS/06752,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-06753,Extortion,Blackmail,2023-10-22,02:45:48,Sunday,October,2023,"450, Ambedkar Apartments, Phursungi, Pune - 412308",Phursungi,Pune,Maharashtra,412308,18.478318,73.939053,A case of Blackmail was reported at Phursungi at approximately 02:45:48. The suspect targeted a House. Local residents alerted police after noticing suspicious activity.,Chain,Roof entry,Offense committed using Chain. Entry via Roof entry. Under investigation.,House,2,Male,51,Moderate,0.0,5,1,CCTV footage available,Hadapsar PS,Paresh Shelke,Solved,FIR/2023/HAD/06753,0,,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-06754,Robbery,Highway Robbery,2024-09-29,18:29:02,Sunday,September,2024,"336, Gandhi Society, Fursungi, Pune - 412308",Fursungi,Pune,Maharashtra,412308,18.48218,73.939078,Police received a complaint regarding Highway Robbery at House in Fursungi at 18:29:02. Investigation initiated and local CCTV footage is being examined.,Cricket Bat,Key duplication,"Armed with Cricket Bat, suspect threatened victims and demanded valuables via Key duplication.",House,2,Male,74,Fatal,2793527.37,3,0,Blood sample collected,Hadapsar PS,Suman Shah,Unsolved,FIR/2024/HAD/06754,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2022-06755,Kidnapping,Child Abduction,2022-08-04,18:59:39,Thursday,August,2022,"368, Phule Residency, Raviwar Peth, Pune - 411002",Raviwar Peth,Pune,Maharashtra,411002,18.513456,73.854155,A case of Child Abduction was reported at Raviwar Peth at approximately 18:59:39. The suspect targeted a Restaurant. Local residents alerted police after noticing suspicious activity.,Hammer,Lock picking,Offense committed using Hammer. Entry via Lock picking. Under investigation.,Restaurant,1,Male,55,Minor,0.0,4,0,DNA evidence,Khadak PS,Sanjay Singh,Closed,FIR/2022/KHA/06755,0,CRM-IND-03620,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2023-06756,Sexual Offense,Eve Teasing,2023-08-29,13:55:05,Tuesday,August,2023,"362, Chhatrapati Nagar, Boat Club Road, Pune - 411001",Boat Club Road,Pune,Maharashtra,411001,18.535371,73.882358,Suspect(s) committed Eve Teasing at a Warehouse in Boat Club Road during 13:55:05. Officers responded within minutes of the alert.,Axe,Window break,Offense committed using Axe. Entry via Window break. Under investigation.,Warehouse,3,Male,40,Minor,0.0,3,0,Blood sample collected,Koregaon Park PS,Hemant Patel,Closed,FIR/2023/KOR/06756,0,CRM-IND-00011,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2022-06757,Cybercrime,Ransomware,2022-12-06,01:01:36,Tuesday,December,2022,"445, Patel Residency, Tathawade, Pune - 411033",Tathawade,Pune,Maharashtra,411033,18.609547,73.745891,An incident of Cybercrime (Ransomware) occurred near Tathawade. The accused entered the Warehouse and committed the offense before fleeing the scene.,Hammer,Window break,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Warehouse,1,Male,26,Fatal,2268433.65,4,1,Digital evidence,Hinjewadi PS,Ishaan Ansari,Solved,FIR/2022/HIN/06757,1,CRM-IND-01882,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2025-06758,Extortion,Blackmail,2025-06-14,07:31:28,Saturday,June,2025,"347, Shivaji Colony, Gokhale Nagar, Pune - 411016",Gokhale Nagar,Pune,Maharashtra,411016,18.528407,73.834739,Police received a complaint regarding Blackmail at Warehouse in Gokhale Nagar at 07:31:28. Investigation initiated and local CCTV footage is being examined.,Hammer,Lock picking,Offense committed using Hammer. Entry via Lock picking. Under investigation.,Warehouse,2,Male,34,Moderate,0.0,2,0,Eyewitness statement,Shivajinagar PS,Suresh Khaire,Solved,FIR/2025/SHI/06758,1,CRM-IND-04768,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
