criminal_id,first_name,last_name,full_name,nickname,gender,age,dob,blood_group,nationality,religion,marital_status,phone_number,email,aadhaar_number,passport_number,address,area_name,city,state,pincode,latitude,longitude,gang_name,gang_role,education_level,occupation,criminal_category,risk_level,fingerprint_id,dna_profile_id,eye_color,hair_color,height_cm,weight_kg,body_marks,face_image_path,mugshot_image,last_known_location,last_seen_date,arrest_count,conviction_count,prison_history,bail_status,most_common_crime,crime_style,preferred_weapon,active_status,wanted_status,created_at
CRM-IND-03298,Wasim,Thorat,Wasim Thorat,,Male,64,1961-12-04,AB+,Indian,Hindu,Married,+916866330980,wasim.thorat415@gmail.com,870021025582,U5301115,"206, Ambedkar Apartments, JM Road, Pune - 411004",JM Road,Pune,Maharashtra,411004,18.524678,73.843016,,,Diploma,Business,Violent,Medium,FP-03298,DNA-03298,Black,Dark Brown,171.5,65.4,,mock_images/faces/CRM-IND-03298_mugshot.jpg,mock_images/faces/CRM-IND-03298_mugshot.jpg,JM Road,2025-03-11,12,7,"Taloja Central Jail (4yr for Sexual Offense, 2012-2016); Pune District Jail (2yr for Extortion, 2013-2015); Taloja Central Jail (2yr for Extortion, 2021-2023)",Bail Denied,Drug Offense,Operates during nighttime. Uses Sword. Targets isolated locations.,Sword,1,0,2026-08-08 22:55:42
CRM-IND-03299,Jagdish,Das,Jagdish Das,Boxer,Male,47,1978-04-23,AB+,Indian,Hindu,Divorced,+916201224370,jagdish.das930@yahoo.com,549854212786,,"477, Ganesh Main Road, Warje, Pune - 411058",Warje,Pune,Maharashtra,411058,18.488831,73.797881,,,ITI,Factory Worker,White Collar,Medium,FP-03299,DNA-03299,Brown,Bald,174.2,67.5,Burn mark on left hand,mock_images/faces/CRM-IND-03299_mugshot.jpg,mock_images/faces/CRM-IND-03299_mugshot.jpg,Warje,2025-02-20,5,1,"Pune District Jail (2yr for Kidnapping, 2012-2014)",On Bail,Extortion,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Axe,1,0,2026-08-08 22:55:42
CRM-IND-03300,Umesh,Roy,Umesh Roy,Wrestler,Male,20,2005-11-01,O+,Indian,Sikh,Married,+917207934419,umesh.roy423@rediffmail.com,989857404711,K6233981,"63, Tilak Complex, Loni Kalbhor, Pune - 412201",Loni Kalbhor,Pune,Maharashtra,412201,18.456617,73.964028,,,Post Graduate,Construction Worker,Violent,Medium,FP-03300,DNA-03300,Brown,Dark Brown,170.3,52.3,Tattoo of snake on shoulder,mock_images/faces/CRM-IND-03300_mugshot.jpg,mock_images/faces/CRM-IND-03300_mugshot.jpg,Loni Kalbhor,2024-12-08,4,4,"Arthur Road Jail (2yr for Sexual Offense, 2021-2023); Arthur Road Jail (1yr for Assault, 2010-2011); Arthur Road Jail (2yr for Murder, 2017-2019)",Released,Assault,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Knife,1,0,2026-08-08 22:55:42
CRM-IND-03301,Imran,Deshmukh,Imran Deshmukh,Boxer,Male,26,1999-09-06,B+,Indian,Hindu,Single,+917131371706,imran.deshmukh421@gmail.com,399281403641,,"51, Tilak Main Road, Tathawade, Pune - 411033",Tathawade,Pune,Maharashtra,411033,18.609286,73.748999,Tiger Gang,Leader,No Formal Education,Truck Driver,White Collar,Low,FP-03301,DNA-03301,Brown,Brown,166.0,57.4,Tattoo on right forearm,mock_images/faces/CRM-IND-03301_mugshot.jpg,mock_images/faces/CRM-IND-03301_mugshot.jpg,Tathawade,2025-01-15,5,4,"Nashik Road Central Jail (4yr for Robbery, 2019-2023); Pune District Jail (2yr for Theft, 2019-2021); Arthur Road Jail (3yr for Assault, 2020-2023)",Bail Denied,Theft,Operates during nighttime. Uses None. Targets isolated locations.,None,1,1,2026-08-08 22:55:42
CRM-IND-03302,Chetan,Mulani,Chetan Mulani,Chain,Male,18,2007-06-10,AB+,Indian,Hindu,Married,+917309239323,chetan.mulani330@yahoo.com,382092655065,,"36, Tilak Nagar, Kharadi, Pune - 411014",Kharadi,Pune,Maharashtra,411014,18.551025,73.936768,,,ITI,Farmer,Habitual Offender,Critical,FP-03302,DNA-03302,Hazel,Brown,162.7,67.4,Knife scar on abdomen,mock_images/faces/CRM-IND-03302_face_1.jpg,mock_images/faces/CRM-IND-03302_mugshot.jpg,Kharadi,2025-04-21,7,7,"Pune District Jail (4yr for Fraud, 2014-2018); Arthur Road Jail (4yr for Extortion, 2022-2026); Arthur Road Jail (5yr for Sexual Offense, 2019-2024)",Released,Kidnapping,Operates during nighttime. Uses Cricket Bat. Targets isolated locations.,Cricket Bat,0,1,2026-08-08 22:55:42
CRM-IND-03303,Tushar,Ghosh,Tushar Ghosh,Bullet,Male,53,1972-01-08,O+,Indian,Sikh,Widowed,+917143248254,tushar.ghosh622@gmail.com,261540372638,,"99, Gandhi Lane, Ambegaon, Pune - 411046",Ambegaon,Pune,Maharashtra,411046,18.448035,73.851459,,,ITI,Factory Worker,Habitual Offender,Low,FP-03303,DNA-03303,Hazel,Dark Brown,168.3,63.1,Birthmark on back,mock_images/faces/CRM-IND-03303_mugshot.jpg,mock_images/faces/CRM-IND-03303_mugshot.jpg,Ambegaon,2024-01-18,8,8,"Pune District Jail (1yr for Robbery, 2010-2011); Taloja Central Jail (5yr for Theft, 2018-2023); Yerawada Central Jail (5yr for Murder, 2017-2022)",Not Applicable,Kidnapping,Works with accomplices. Uses stolen vehicles. Specializes in Kidnapping.,None,1,0,2026-08-08 22:55:42
CRM-IND-03304,Sneha,Kumar,Sneha Kumar,Chain,Female,26,1999-04-17,B+,Indian,Jain,Married,+917560431984,sneha.kumar200@yahoo.com,895280624652,,"230, Sai Chowk, Tathawade, Pune - 411033",Tathawade,Pune,Maharashtra,411033,18.610996,73.752377,,,Higher Secondary,Painter,Organized Crime,Medium,FP-03304,DNA-03304,Hazel,Black,179.5,42.7,Scar on left cheek,mock_images/faces/CRM-IND-03304_face_1.jpg,mock_images/faces/CRM-IND-03304_mugshot.jpg,Tathawade,2024-05-30,3,1,"Yerawada Central Jail (4yr for Kidnapping, 2016-2020)",On Bail,Murder,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,None,1,0,2026-08-08 22:55:42
CRM-IND-03305,Ira,Qureshi,Ira Qureshi,Ghost,Female,27,1998-09-22,O+,Indian,Hindu,Widowed,+916121112160,ira.qureshi493@yahoo.com,756419677367,P7967586,"233, Sai Complex, Ganeshkhind, Pune - 411007",Ganeshkhind,Pune,Maharashtra,411007,18.536505,73.830303,,,Secondary School,Delivery Agent,Non-violent,Medium,FP-03305,DNA-03305,Brown,Bald,155.5,88.2,Tattoo on chest,mock_images/faces/CRM-IND-03305_face_1.jpg,mock_images/faces/CRM-IND-03305_mugshot.jpg,Ganeshkhind,2025-12-10,2,1,"Nashik Road Central Jail (2yr for Extortion, 2020-2022)",Bail Denied,Fraud,Works with accomplices. Uses stolen vehicles. Specializes in Fraud.,Iron Rod,1,0,2026-08-08 22:55:42
CRM-IND-03306,Sai,Deshpande,Sai Deshpande,,Male,43,1982-02-20,A+,Indian,Buddhist,Divorced,+918639464869,sai.deshpande263@yahoo.com,429393584792,,"191, Patel Chowk, Keshav Nagar, Pune - 411036",Keshav Nagar,Pune,Maharashtra,411036,18.523127,73.936794,,,Post Graduate,Plumber,White Collar,Critical,FP-03306,DNA-03306,Black,Brown,181.3,62.2,Scar on forehead,mock_images/faces/CRM-IND-03306_mugshot.jpg,mock_images/faces/CRM-IND-03306_mugshot.jpg,Keshav Nagar,2024-01-30,14,5,"Pune District Jail (1yr for Robbery, 2011-2012); Kolhapur Jail (3yr for Murder, 2016-2019); Taloja Central Jail (2yr for Assault, 2018-2020)",On Bail,Assault,Operates during nighttime. Uses None. Targets isolated locations.,None,1,0,2026-08-08 22:55:42
CRM-IND-03307,Umesh,Shah,Umesh Shah,Bada,Male,60,1965-09-10,A-,Indian,Hindu,Divorced,+918525907243,umesh.shah946@hotmail.com,781194699612,,"139, Patel Main Road, Market Yard, Pune - 411037",Market Yard,Pune,Maharashtra,411037,18.493274,73.870916,,,Primary School,Truck Driver,Non-violent,High,FP-03307,DNA-03307,Dark Brown,Black,162.8,40.0,,mock_images/faces/CRM-IND-03307_mugshot.jpg,mock_images/faces/CRM-IND-03307_mugshot.jpg,Market Yard,2024-02-11,7,3,"Arthur Road Jail (1yr for Sexual Offense, 2015-2016); Arthur Road Jail (5yr for Robbery, 2019-2024); Kolhapur Jail (4yr for Robbery, 2021-2025)",Bail Denied,Extortion,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Machete,1,0,2026-08-08 22:55:42
CRM-IND-03308,Wasim,Shinde,Wasim Shinde,,Male,36,1989-04-23,O+,Indian,Christian,Widowed,+918933633293,wasim.shinde911@gmail.com,694092642317,P2567408,"75, Tilak Chowk, Kalyani Nagar, Pune - 411006",Kalyani Nagar,Pune,Maharashtra,411006,18.545777,73.898748,Shadow Syndicate,Lookout,No Formal Education,Waiter,White Collar,Medium,FP-03308,DNA-03308,Black,Grey,165.9,62.0,Mole near right eye,mock_images/faces/CRM-IND-03308_mugshot.jpg,mock_images/faces/CRM-IND-03308_mugshot.jpg,Kalyani Nagar,2024-08-25,8,7,"Taloja Central Jail (1yr for Kidnapping, 2022-2023); Pune District Jail (5yr for Fraud, 2018-2023); Yerawada Central Jail (1yr for Drug Offense, 2021-2022)",Not Applicable,Sexual Offense,Tech-savvy offender. Uses digital tools. Known for Sexual Offense operations.,Knife,1,0,2026-08-08 22:55:42
CRM-IND-03309,Pankaj,Gupta,Pankaj Gupta,Langda,Male,56,1969-02-15,B-,Indian,Jain,Single,+917730344827,pankaj.gupta594@yahoo.com,474051271984,B3937515,"445, Patel Main Road, Dhayari, Pune - 411041",Dhayari,Pune,Maharashtra,411041,18.457009,73.801049,,,Diploma,Auto Driver,Violent,Medium,FP-03309,DNA-03309,Black,Bald,175.1,92.2,Tattoo on right forearm,mock_images/faces/CRM-IND-03309_face_1.jpg,mock_images/faces/CRM-IND-03309_mugshot.jpg,Dhayari,2024-03-07,1,1,"Pune District Jail (2yr for Murder, 2019-2021)",Released,Sexual Offense,Operates during nighttime. Uses Pistol. Targets isolated locations.,Pistol,0,0,2026-08-08 22:55:42
CRM-IND-03310,Sachin,Pathan,Sachin Pathan,Don,Male,27,1998-10-01,B+,Indian,Hindu,Married,+917771178429,sachin.pathan294@yahoo.com,781726975149,,"85, Shivaji Nagar, Deccan Gymkhana, Pune - 411004",Deccan Gymkhana,Pune,Maharashtra,411004,18.519982,73.844058,,,No Formal Education,Scrap Dealer,Non-violent,Low,FP-03310,DNA-03310,Hazel,Dark Brown,174.7,60.0,Tattoo on chest,mock_images/faces/CRM-IND-03310_mugshot.jpg,mock_images/faces/CRM-IND-03310_mugshot.jpg,Deccan Gymkhana,2024-12-09,14,6,"Pune District Jail (5yr for Robbery, 2019-2024); Taloja Central Jail (1yr for Cybercrime, 2017-2018); Pune District Jail (1yr for Fraud, 2015-2016)",On Bail,Theft,Tech-savvy offender. Uses digital tools. Known for Theft operations.,Pistol,0,0,2026-08-08 22:55:42
CRM-IND-03311,Pallavi,Kale,Pallavi Kale,,Female,37,1988-04-13,A+,Indian,Jain,Married,+919551642171,pallavi.kale932@yahoo.com,329562031233,L3219947,"56, Sai Lane, Ravet, Pune - 412101",Ravet,Pune,Maharashtra,412101,18.647338,73.755431,,,Post Graduate,Farmer,Habitual Offender,Critical,FP-03311,DNA-03311,Hazel,Black,169.7,73.0,Scar on right arm,mock_images/faces/CRM-IND-03311_mugshot.jpg,mock_images/faces/CRM-IND-03311_mugshot.jpg,Ravet,2025-06-19,15,13,"Kolhapur Jail (1yr for Assault, 2014-2015); Yerawada Central Jail (1yr for Assault, 2021-2022); Nashik Road Central Jail (4yr for Extortion, 2013-2017)",Bail Denied,Extortion,Tech-savvy offender. Uses digital tools. Known for Extortion operations.,Machete,1,0,2026-08-08 22:55:42
CRM-IND-03312,Vihaan,Bhandari,Vihaan Bhandari,,Male,54,1971-03-06,O+,Indian,Hindu,Married,+917758771056,vihaan.bhandari838@rediffmail.com,749195341846,B1577044,"303, Ambedkar Chowk, Pashan, Pune - 411021",Pashan,Pune,Maharashtra,411021,18.536543,73.79051,,,ITI,Tailor,Habitual Offender,High,FP-03312,DNA-03312,Hazel,Bald,174.1,51.2,Mole near right eye,mock_images/faces/CRM-IND-03312_face_1.jpg,mock_images/faces/CRM-IND-03312_mugshot.jpg,Pashan,2024-01-23,9,8,"Taloja Central Jail (5yr for Drug Offense, 2018-2023); Pune District Jail (4yr for Assault, 2018-2022); Kolhapur Jail (1yr for Cybercrime, 2019-2020)",Bail Denied,Sexual Offense,Opportunistic. Strikes during festivals and crowded events. Blends in.,None,0,0,2026-08-08 22:55:42
CRM-IND-03313,Ishaan,Pandey,Ishaan Pandey,Captain,Male,31,1994-09-27,O-,Indian,Hindu,Married,+919559833416,ishaan.pandey102@gmail.com,818963999776,,"216, Nehru Lane, Gokhale Nagar, Pune - 411016",Gokhale Nagar,Pune,Maharashtra,411016,18.527741,73.837139,Red Hand,Member,Graduate,Construction Worker,Habitual Offender,High,FP-03313,DNA-03313,Hazel,Dark Brown,154.4,65.9,,mock_images/faces/CRM-IND-03313_face_1.jpg,mock_images/faces/CRM-IND-03313_mugshot.jpg,Gokhale Nagar,2025-08-28,7,7,"Yerawada Central Jail (1yr for Cybercrime, 2016-2017); Yerawada Central Jail (1yr for Fraud, 2022-2023); Nashik Road Central Jail (2yr for Robbery, 2010-2012)",On Bail,Assault,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,None,1,0,2026-08-08 22:55:42
CRM-IND-03314,Radha,More,Radha More,Shadow,Female,36,1989-04-19,A-,Indian,Hindu,Divorced,+916312969633,radha.more199@gmail.com,207028053906,,"301, Tilak Residency, Phursungi, Pune - 412308",Phursungi,Pune,Maharashtra,412308,18.471745,73.941263,,,Higher Secondary,Cook,Habitual Offender,Low,FP-03314,DNA-03314,Brown,Grey,172.6,60.6,Birthmark on back,mock_images/faces/CRM-IND-03314_mugshot.jpg,mock_images/faces/CRM-IND-03314_mugshot.jpg,Phursungi,2025-06-09,13,4,"Pune District Jail (4yr for Kidnapping, 2012-2016); Nashik Road Central Jail (4yr for Fraud, 2013-2017); Pune District Jail (2yr for Cybercrime, 2015-2017)",Bail Denied,Theft,Tech-savvy offender. Uses digital tools. Known for Theft operations.,Knife,1,0,2026-08-08 22:55:42
CRM-IND-03315,Shekhar,Kulkarni,Shekhar Kulkarni,King,Male,42,1983-08-11,B-,Indian,Hindu,Single,+917281634239,shekhar.kulkarni385@rediffmail.com,672228865565,,"317, Ambedkar Lane, Ambegaon, Pune - 411046",Ambegaon,Pune,Maharashtra,411046,18.446371,73.854644,,,Primary School,Cook,Violent,Medium,FP-03315,DNA-03315,Dark Brown,Grey,156.5,85.2,,mock_images/faces/CRM-IND-03315_mugshot.jpg,mock_images/faces/CRM-IND-03315_mugshot.jpg,Ambegaon,2024-07-27,4,3,"Taloja Central Jail (5yr for Cybercrime, 2014-2019); Yerawada Central Jail (5yr for Kidnapping, 2019-2024); Pune District Jail (2yr for Cybercrime, 2014-2016)",Bail Denied,Fraud,Operates during nighttime. Uses Iron Rod. Targets isolated locations.,Iron Rod,0,1,2026-08-08 22:55:42
CRM-IND-03316,Vishal,Ghosh,Vishal Ghosh,Sultan,Male,48,1977-01-19,O-,Indian,Christian,Widowed,+916229976278,vishal.ghosh985@yahoo.com,636532992949,,"341, Ambedkar Chowk, Pashan, Pune - 411021",Pashan,Pune,Maharashtra,411021,18.54036,73.793581,,,Graduate,Cook,White Collar,Medium,FP-03316,DNA-03316,Dark Brown,Brown,168.9,85.1,,mock_images/faces/CRM-IND-03316_mugshot.jpg,mock_images/faces/CRM-IND-03316_mugshot.jpg,Pashan,2025-03-31,6,1,"Nashik Road Central Jail (2yr for Kidnapping, 2012-2014)",Released,Theft,Works with accomplices. Uses stolen vehicles. Specializes in Theft.,None,1,1,2026-08-08 22:55:42
CRM-IND-03317,Akash,Sawant,Akash Sawant,Kala,Male,24,2001-08-09,A+,Indian,Hindu,Married,+919306316383,akash.sawant189@outlook.com,497720904977,,"184, Krishna Complex, JM Road, Pune - 411004",JM Road,Pune,Maharashtra,411004,18.520088,73.840628,,,Primary School,Truck Driver,Habitual Offender,Low,FP-03317,DNA-03317,Dark Brown,Bald,163.5,72.2,Tattoo on right forearm,mock_images/faces/CRM-IND-03317_face_1.jpg,mock_images/faces/CRM-IND-03317_mugshot.jpg,JM Road,2025-01-20,4,0,No prior convictions,Bail Denied,Fraud,Operates during nighttime. Uses Cricket Bat. Targets isolated locations.,Cricket Bat,1,0,2026-08-08 22:55:42
CRM-IND-03318,Tushar,Ansari,Tushar Ansari,,Male,59,1966-12-24,B+,Indian,Muslim,Widowed,+918132547290,tushar.ansari431@gmail.com,835538149873,T8174674,"279, Ganesh Main Road, Sadashiv Peth, Pune - 411030",Sadashiv Peth,Pune,Maharashtra,411030,18.508913,73.846402,,,ITI,Security Guard,Habitual Offender,Medium,FP-03318,DNA-03318,Hazel,Black,153.5,54.8,,mock_images/faces/CRM-IND-03318_mugshot.jpg,mock_images/faces/CRM-IND-03318_mugshot.jpg,Sadashiv Peth,2025-04-12,15,8,"Kolhapur Jail (5yr for Extortion, 2018-2023); Kolhapur Jail (1yr for Extortion, 2021-2022); Nashik Road Central Jail (1yr for Kidnapping, 2014-2015)",Not Applicable,Fraud,Tech-savvy offender. Uses digital tools. Known for Fraud operations.,Machete,0,1,2026-08-08 22:55:42
CRM-IND-03319,Gaurav,Yadav,Gaurav Yadav,,Male,51,1974-02-07,A-,Indian,Buddhist,Married,+919348499537,gaurav.yadav90@hotmail.com,692419443860,R3268143,"427, Patel Apartments, Mohammadwadi, Pune - 411060",Mohammadwadi,Pune,Maharashtra,411060,18.466165,73.905679,Shadow Syndicate,Weapons Handler,No Formal Education,Security Guard,White Collar,Medium,FP-03319,DNA-03319,Black,Black,143.6,84.9,Tattoo on right forearm,mock_images/faces/CRM-IND-03319_mugshot.jpg,mock_images/faces/CRM-IND-03319_mugshot.jpg,Mohammadwadi,2024-03-01,8,8,"Nashik Road Central Jail (2yr for Fraud, 2011-2013); Arthur Road Jail (4yr for Kidnapping, 2015-2019); Kolhapur Jail (4yr for Assault, 2013-2017)",On Bail,Theft,Operates during nighttime. Uses Axe. Targets isolated locations.,Axe,1,1,2026-08-08 22:55:42
CRM-IND-03320,Ishaan,Roy,Ishaan Roy,Devil,Male,29,1996-01-21,B+,Indian,Sikh,Married,+919525267843,ishaan.roy72@outlook.com,968439333532,U5005581,"262, Ganesh Lane, Pimple Saudagar, Pune - 411027",Pimple Saudagar,Pune,Maharashtra,411027,18.593446,73.777127,,,Primary School,Auto Driver,Habitual Offender,Low,FP-03320,DNA-03320,Brown,Brown,168.3,77.2,,mock_images/faces/CRM-IND-03320_mugshot.jpg,mock_images/faces/CRM-IND-03320_mugshot.jpg,Pimple Saudagar,2024-12-21,3,0,No prior convictions,Bail Denied,Kidnapping,Works with accomplices. Uses stolen vehicles. Specializes in Kidnapping.,Axe,1,0,2026-08-08 22:55:42
CRM-IND-03321,Mayank,Nair,Mayank Nair,Chhota,Male,50,1975-09-27,O+,Indian,Hindu,Single,+918914299780,mayank.nair261@rediffmail.com,666461284450,,"178, Laxmi Residency, Model Colony, Pune - 411016",Model Colony,Pune,Maharashtra,411016,18.522934,73.830716,,,Graduate,Construction Worker,Habitual Offender,Medium,FP-03321,DNA-03321,Brown,Black,176.8,59.9,Tattoo of snake on shoulder,mock_images/faces/CRM-IND-03321_mugshot.jpg,mock_images/faces/CRM-IND-03321_mugshot.jpg,Model Colony,2024-07-02,10,3,"Yerawada Central Jail (4yr for Fraud, 2014-2018); Yerawada Central Jail (4yr for Extortion, 2017-2021); Nashik Road Central Jail (3yr for Fraud, 2011-2014)",On Bail,Cybercrime,Works with accomplices. Uses stolen vehicles. Specializes in Cybercrime.,Iron Rod,0,1,2026-08-08 22:55:42
CRM-IND-03322,Om,Ansari,Om Ansari,Angry,Male,40,1985-12-10,A-,Indian,Jain,Single,+919204584046,om.ansari406@rediffmail.com,843335239249,,"19, Tilak Colony, Narayan Peth, Pune - 411030",Narayan Peth,Pune,Maharashtra,411030,18.51545,73.852392,,,Higher Secondary,IT Professional,Organized Crime,Medium,FP-03322,DNA-03322,Black,Brown,159.3,68.9,Tattoo of snake on shoulder,mock_images/faces/CRM-IND-03322_mugshot.jpg,mock_images/faces/CRM-IND-03322_mugshot.jpg,Narayan Peth,2025-06-12,9,6,"Kolhapur Jail (4yr for Cybercrime, 2011-2015); Arthur Road Jail (2yr for Kidnapping, 2013-2015); Nashik Road Central Jail (5yr for Kidnapping, 2011-2016)",Not Applicable,Fraud,Operates during nighttime. Uses Machete. Targets isolated locations.,Machete,0,0,2026-08-08 22:55:42
CRM-IND-03323,Ashish,Mane,Ashish Mane,Boxer,Male,61,1964-02-05,O-,Indian,Christian,Single,+919931954939,ashish.mane674@outlook.com,667656769950,,"114, Ambedkar Nagar, Kondhwa, Pune - 411048",Kondhwa,Pune,Maharashtra,411048,18.461871,73.882804,,,Post Graduate,Electrician,Violent,Medium,FP-03323,DNA-03323,Dark Brown,Black,174.2,50.4,Burn mark on left hand,mock_images/faces/CRM-IND-03323_mugshot.jpg,mock_images/faces/CRM-IND-03323_mugshot.jpg,Kondhwa,2025-07-31,7,3,"Yerawada Central Jail (3yr for Murder, 2019-2022); Pune District Jail (5yr for Assault, 2017-2022); Yerawada Central Jail (3yr for Fraud, 2017-2020)",Not Applicable,Kidnapping,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Pistol,1,0,2026-08-08 22:55:42
CRM-IND-03324,Siddharth,Shelke,Siddharth Shelke,Captain,Male,27,1998-02-10,A-,Indian,Buddhist,Widowed,+917264646060,siddharth.shelke788@hotmail.com,790694068488,P7079767,"305, Laxmi Colony, Dhanori, Pune - 411015",Dhanori,Pune,Maharashtra,411015,18.5756,73.900003,,,Graduate,Shop Owner,White Collar,High,FP-03324,DNA-03324,Dark Brown,Bald,165.3,66.8,Tattoo on right forearm,mock_images/faces/CRM-IND-03324_mugshot.jpg,mock_images/faces/CRM-IND-03324_mugshot.jpg,Dhanori,2024-08-28,7,4,"Nashik Road Central Jail (1yr for Kidnapping, 2018-2019); Taloja Central Jail (3yr for Theft, 2010-2013); Taloja Central Jail (3yr for Murder, 2011-2014)",Released,Fraud,Tech-savvy offender. Uses digital tools. Known for Fraud operations.,Knife,0,0,2026-08-08 22:55:42
CRM-IND-03325,Dev,Reddy,Dev Reddy,Don,Male,44,1981-07-22,A+,Indian,Buddhist,Married,+918216715626,dev.reddy21@rediffmail.com,283114725626,,"68, Chhatrapati Lane, Aundh, Pune - 411007",Aundh,Pune,Maharashtra,411007,18.55754,73.802391,,,Post Graduate,Scrap Dealer,Violent,Low,FP-03325,DNA-03325,Dark Brown,Bald,186.0,56.3,Knife scar on abdomen,mock_images/faces/CRM-IND-03325_mugshot.jpg,mock_images/faces/CRM-IND-03325_mugshot.jpg,Aundh,2025-09-19,12,5,"Yerawada Central Jail (2yr for Theft, 2014-2016); Pune District Jail (1yr for Theft, 2022-2023); Kolhapur Jail (3yr for Theft, 2012-2015)",Bail Denied,Murder,Works with accomplices. Uses stolen vehicles. Specializes in Murder.,None,0,0,2026-08-08 22:55:42
CRM-IND-03326,Bharat,Kale,Bharat Kale,Tiger,Male,62,1963-06-18,AB-,Indian,Hindu,Divorced,+917754695343,bharat.kale38@gmail.com,870583629722,,"97, Phule Complex, Yerawada, Pune - 411006",Yerawada,Pune,Maharashtra,411006,18.556601,73.887017,Snake Eyes,Lieutenant,Post Graduate,Unemployed,White Collar,High,FP-03326,DNA-03326,Black,Bald,172.5,72.9,,mock_images/faces/CRM-IND-03326_mugshot.jpg,mock_images/faces/CRM-IND-03326_mugshot.jpg,Yerawada,2024-06-07,8,0,No prior convictions,Bail Denied,Fraud,Works with accomplices. Uses stolen vehicles. Specializes in Fraud.,Hammer,1,0,2026-08-08 22:55:42
CRM-IND-03327,Zaheer,Khan,Zaheer Khan,Dabang,Male,37,1988-10-13,B+,Indian,Jain,Single,+916173564741,zaheer.khan835@gmail.com,848364388798,,"367, Krishna Galli, Wadgaon Sheri, Pune - 411014",Wadgaon Sheri,Pune,Maharashtra,411014,18.545842,73.915946,,,Secondary School,Business,White Collar,Critical,FP-03327,DNA-03327,Hazel,Grey,184.9,58.1,Tattoo on chest,mock_images/faces/CRM-IND-03327_face_1.jpg,mock_images/faces/CRM-IND-03327_mugshot.jpg,Wadgaon Sheri,2024-03-25,2,0,No prior convictions,Released,Fraud,Works with accomplices. Uses stolen vehicles. Specializes in Fraud.,Axe,1,0,2026-08-08 22:55:42
CRM-IND-03328,Girish,Tiwari,Girish Tiwari,Langda,Male,53,1972-12-10,AB+,Indian,Hindu,Divorced,+918175921884,girish.tiwari171@hotmail.com,406984806408,,"381, Ambedkar Residency, Model Colony, Pune - 411016",Model Colony,Pune,Maharashtra,411016,18.529886,73.836547,,,Post Graduate,Shop Owner,Violent,Low,FP-03328,DNA-03328,Black,Bald,184.4,84.1,Tattoo on right forearm,mock_images/faces/CRM-IND-03328_face_1.jpg,mock_images/faces/CRM-IND-03328_mugshot.jpg,Model Colony,2025-08-03,8,6,"Kolhapur Jail (5yr for Robbery, 2013-2018); Pune District Jail (5yr for Sexual Offense, 2015-2020); Kolhapur Jail (3yr for Theft, 2020-2023)",Not Applicable,Assault,Operates during nighttime. Uses Hammer. Targets isolated locations.,Hammer,1,0,2026-08-08 22:55:42
CRM-IND-03329,Ishaan,Yadav,Ishaan Yadav,Lucky,Male,29,1996-08-22,A+,Indian,Hindu,Widowed,+919880681154,ishaan.yadav55@outlook.com,974247023028,,"219, Sai Chowk, Model Colony, Pune - 411016",Model Colony,Pune,Maharashtra,411016,18.530496,73.83849,,,Secondary School,Farmer,Habitual Offender,High,FP-03329,DNA-03329,Dark Brown,Dark Brown,165.2,73.1,Tattoo on chest,mock_images/faces/CRM-IND-03329_mugshot.jpg,mock_images/faces/CRM-IND-03329_mugshot.jpg,Model Colony,2025-04-20,12,1,"Arthur Road Jail (4yr for Kidnapping, 2012-2016)",On Bail,Robbery,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Machete,1,0,2026-08-08 22:55:42
CRM-IND-03330,Harsh,Gupta,Harsh Gupta,Chain,Male,46,1979-02-20,O+,Indian,Hindu,Single,+919363556159,harsh.gupta48@yahoo.com,632192532042,,"429, Nehru Complex, Kothrud, Pune - 411038",Kothrud,Pune,Maharashtra,411038,18.509917,73.807016,,,ITI,Scrap Dealer,Habitual Offender,Low,FP-03330,DNA-03330,Brown,Bald,167.3,92.3,,mock_images/faces/CRM-IND-03330_face_1.jpg,mock_images/faces/CRM-IND-03330_mugshot.jpg,Kothrud,2025-10-27,3,2,"Kolhapur Jail (4yr for Robbery, 2017-2021); Taloja Central Jail (1yr for Cybercrime, 2015-2016)",Not Applicable,Kidnapping,Solo operator. Methodical planning. Avoids CCTV areas. Uses disguises.,Iron Rod,0,0,2026-08-08 22:55:42
